# Forces      
# CofR        : (0.000000e+00 0.000000e+00 2.000000e-02)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
1690          	((6.430280e+123 3.667874e+123 -1.532578e+123) (1.311620e+59 6.663927e+58 -1.253134e+59) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.409734e+124 1.039740e+125 -3.689189e+123) (-2.593590e+60 3.514457e+60 -2.429502e+59) (0.000000e+00 0.000000e+00 0.000000e+00))
1700          	((4.505651e+124 2.448790e+124 -7.748148e+123) (3.640904e+59 1.588284e+59 -2.573270e+59) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.247644e+125 7.082337e+125 -7.098094e+123) (-6.784400e+60 9.267217e+60 -7.024089e+59) (0.000000e+00 0.000000e+00 0.000000e+00))
1710          	((3.349116e+125 1.626439e+125 -8.446547e+124) (9.750672e+59 4.271911e+59 -9.925380e+59) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.824928e+126 5.390939e+126 -8.773001e+124) (-1.764393e+61 2.618113e+61 -1.369089e+60) (0.000000e+00 0.000000e+00 0.000000e+00))
1720          	((2.236741e+126 1.394308e+126 -4.929879e+125) (2.459448e+60 1.277584e+60 -2.463891e+60) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.362859e+127 3.642110e+127 1.190325e+125) (-4.737948e+61 6.757367e+61 -2.132982e+60) (0.000000e+00 0.000000e+00 0.000000e+00))
1730          	((1.645691e+127 8.627484e+126 -3.800831e+126) (6.588721e+60 3.235920e+60 -6.639579e+60) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.472543e+128 2.653773e+128 -3.102122e+126) (-1.180961e+62 1.844632e+62 -9.355573e+60) (0.000000e+00 0.000000e+00 0.000000e+00))
1740          	((1.109863e+128 6.212554e+127 -2.481687e+127) (1.754869e+61 9.341669e+60 -1.661585e+61) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.035391e+129 1.781592e+129 3.818353e+127) (-3.162621e+62 4.753015e+62 -1.526517e+61) (0.000000e+00 0.000000e+00 0.000000e+00))
1750          	((7.436611e+128 3.737448e+128 -1.642128e+128) (4.456150e+61 2.271854e+61 -4.458642e+61) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.432024e+129 1.174650e+130 -2.954564e+128) (-8.371191e+62 1.196496e+63 -7.456580e+61) (0.000000e+00 0.000000e+00 0.000000e+00))
1760          	((4.647961e+129 2.716562e+129 -1.173746e+129) (1.112165e+62 5.944037e+61 -1.194527e+62) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.671185e+130 7.474657e+130 -5.679587e+128) (-2.342887e+63 3.015783e+63 -1.540245e+62) (0.000000e+00 0.000000e+00 0.000000e+00))
1770          	((3.571719e+130 1.886279e+130 -1.005060e+130) (2.950782e+62 1.574893e+62 -3.655541e+62) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.266710e+131 5.758569e+131 -1.418601e+130) (-6.087900e+63 8.236686e+63 -3.334469e+62) (0.000000e+00 0.000000e+00 0.000000e+00))
1780          	((2.805769e+131 1.644056e+131 -6.941017e+130) (8.684339e+62 4.181520e+62 -9.733092e+62) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.785326e+132 4.509399e+132 1.778451e+130) (-1.622046e+64 2.334424e+64 -3.705306e+62) (0.000000e+00 0.000000e+00 0.000000e+00))
1790          	((2.078891e+132 1.241845e+132 -5.245941e+131) (2.229898e+63 1.278383e+63 -2.494889e+63) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.163142e+133 3.375942e+133 -1.170302e+132) (-4.883943e+64 6.429401e+64 -2.819836e+63) (0.000000e+00 0.000000e+00 0.000000e+00))
1800          	((1.584679e+133 7.429730e+132 -3.342541e+132) (6.661699e+63 3.030527e+63 -6.631190e+63) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.306069e+134 2.513386e+134 -5.194593e+132) (-1.170031e+65 1.811004e+65 -6.986005e+63) (0.000000e+00 0.000000e+00 0.000000e+00))
1810          	((1.030871e+134 6.576408e+133 -2.871842e+133) (1.612077e+64 9.224336e+63 -1.775657e+64) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.142538e+135 1.658034e+135 -8.695019e+133) (-3.534344e+65 4.188358e+65 -2.788596e+64) (0.000000e+00 0.000000e+00 0.000000e+00))
1820          	((7.283776e+134 3.825958e+134 -1.891310e+134) (4.435676e+64 2.177960e+64 -5.370015e+64) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.629394e+135 1.179305e+136 -4.634143e+133) (-8.587726e+65 1.202295e+66 -5.272568e+64) (0.000000e+00 0.000000e+00 0.000000e+00))
1830          	((4.858640e+135 2.702022e+135 -1.150638e+135) (1.182756e+65 5.731923e+64 -1.332039e+65) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.513515e+136 7.661268e+136 9.701383e+134) (-2.174270e+66 3.002208e+66 -1.711451e+65) (0.000000e+00 0.000000e+00 0.000000e+00))
1840          	((2.837085e+136 1.998969e+136 -6.515245e+135) (2.876601e+65 1.609732e+65 -2.978338e+65) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.452203e+137 4.542602e+137 -2.746289e+136) (-6.220094e+66 7.022208e+66 -4.555002e+65) (0.000000e+00 0.000000e+00 0.000000e+00))
1850          	((2.485169e+137 1.404534e+137 -6.057596e+136) (7.809691e+65 4.355557e+65 -8.572728e+65) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.484003e+138 4.007923e+138 -1.040542e+137) (-1.710312e+67 2.143685e+67 -1.592650e+66) (0.000000e+00 0.000000e+00 0.000000e+00))
1860          	((1.538171e+138 9.229381e+137 -3.487780e+137) (2.065637e+66 1.056288e+66 -2.080674e+66) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.606886e+139 2.479621e+139 -7.347498e+137) (-4.163999e+67 5.822194e+67 -3.992045e+66) (0.000000e+00 0.000000e+00 0.000000e+00))
1870          	((1.088593e+139 6.440707e+138 -1.866453e+138) (5.399598e+66 2.741650e+66 -4.446204e+66) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.086509e+140 1.724794e+140 -3.665869e+138) (-1.098394e+68 1.456443e+68 -1.078716e+67) (0.000000e+00 0.000000e+00 0.000000e+00))
1880          	((9.390477e+139 4.197077e+139 -1.506894e+139) (1.607433e+67 6.727864e+66 -1.083530e+67) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.407805e+140 1.471965e+141 -5.480268e+139) (-2.852898e+68 4.211772e+68 -2.927855e+67) (0.000000e+00 0.000000e+00 0.000000e+00))
1890          	((6.340132e+140 3.348110e+140 -1.008346e+140) (4.288601e+67 1.946293e+67 -2.803529e+67) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.597650e+141 1.001979e+142 -4.237078e+139) (-7.514886e+68 1.119021e+69 -7.189362e+67) (0.000000e+00 0.000000e+00 0.000000e+00))
1900          	((4.665869e+141 2.533527e+141 -1.040563e+141) (1.120108e+68 5.374184e+67 -1.000427e+68) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.436599e+142 7.399980e+142 -2.978013e+141) (-2.144483e+69 3.003435e+69 -1.691358e+68) (0.000000e+00 0.000000e+00 0.000000e+00))
1910          	((3.288882e+142 1.946873e+142 -7.023540e+141) (2.950057e+68 1.544248e+68 -2.751521e+68) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.341672e+143 5.213714e+143 7.186340e+138) (-6.179105e+69 7.524910e+69 -6.123429e+68) (0.000000e+00 0.000000e+00 0.000000e+00))
1920          	((2.723562e+143 1.151870e+143 -5.714083e+142) (8.920856e+68 3.463999e+68 -8.122296e+68) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.048292e+144 4.309650e+144 -1.189948e+143) (-1.532478e+70 2.267576e+70 -1.343078e+69) (0.000000e+00 0.000000e+00 0.000000e+00))
1930          	((1.752312e+144 1.003966e+144 -4.146630e+143) (2.241615e+69 9.711669e+68 -2.380765e+69) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.757855e+145 2.823901e+145 -4.165193e+143) (-4.153121e+70 6.044072e+70 -3.260480e+69) (0.000000e+00 0.000000e+00 0.000000e+00))
1940          	((1.239952e+145 6.796968e+144 -2.772677e+144) (5.885434e+69 2.529057e+69 -5.418100e+69) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.223221e+146 2.001282e+146 -6.153563e+144) (-1.151335e+71 1.638653e+71 -1.002954e+70) (0.000000e+00 0.000000e+00 0.000000e+00))
1950          	((8.243259e+145 4.011817e+145 -1.696678e+145) (1.483419e+70 6.639034e+69 -1.317468e+70) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.017615e+146 1.329555e+147 -2.627892e+145) (-2.940891e+71 4.372919e+71 -2.788778e+70) (0.000000e+00 0.000000e+00 0.000000e+00))
1960          	((5.202172e+146 2.337070e+146 -1.244856e+146) (3.735041e+70 1.659157e+70 -4.072685e+70) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.087971e+147 8.392663e+147 -5.048977e+146) (-6.620131e+71 1.053738e+72 -8.638174e+70) (0.000000e+00 0.000000e+00 0.000000e+00))
1970          	((3.475917e+147 1.904850e+147 -8.839151e+146) (9.582695e+70 4.772049e+70 -1.070912e+71) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.285740e+148 5.579932e+148 -1.809318e+147) (-1.884123e+72 2.568886e+72 -1.587636e+71) (0.000000e+00 0.000000e+00 0.000000e+00))
1980          	((2.631414e+148 1.532694e+148 -5.750924e+147) (2.665174e+71 1.363617e+71 -2.733909e+71) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.624809e+149 4.167207e+149 -1.393058e+148) (-5.383691e+72 6.854928e+72 -4.818591e+71) (0.000000e+00 0.000000e+00 0.000000e+00))
1990          	((1.976396e+149 9.354422e+148 -3.857553e+148) (7.529370e+71 3.539384e+71 -6.196718e+71) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.632875e+150 3.103792e+150 -1.572512e+149) (-1.341059e+73 1.822816e+73 -1.545333e+72) (0.000000e+00 0.000000e+00 0.000000e+00))
2000          	((1.424114e+150 6.919713e+149 -2.546985e+149) (2.057033e+72 9.196758e+71 -1.593875e+72) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.216817e+151 2.193889e+151 -1.042132e+150) (-3.493165e+73 4.825395e+73 -3.243636e+72) (0.000000e+00 0.000000e+00 0.000000e+00))
2010          	((1.146620e+151 5.495712e+150 -2.519016e+150) (5.643373e+72 2.409807e+72 -4.863411e+72) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.488477e+151 1.805451e+152 -2.887263e+150) (-9.711299e+73 1.419893e+74 -7.612153e+72) (0.000000e+00 0.000000e+00 0.000000e+00))
2020          	((7.702874e+151 3.497751e+151 -2.181501e+151) (1.497561e+73 5.750508e+72 -1.772566e+73) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.066833e+152 1.240334e+153 -2.566623e+151) (-2.359900e+74 4.013594e+74 -1.442431e+73) (0.000000e+00 0.000000e+00 0.000000e+00))
2030          	((4.775385e+152 2.701211e+152 -1.297657e+152) (3.512036e+73 1.764440e+73 -4.418162e+73) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.561113e+153 7.650774e+153 -2.632337e+152) (-7.022478e+74 9.406962e+74 -3.382231e+73) (0.000000e+00 0.000000e+00 0.000000e+00))
2040          	((3.817482e+153 2.074789e+153 -1.063258e+153) (9.932095e+73 5.070930e+73 -1.270296e+74) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.531143e+154 6.117315e+154 2.049622e+151) (-1.941212e+75 2.563750e+75 -1.624592e+74) (0.000000e+00 0.000000e+00 0.000000e+00))
2050          	((2.530368e+154 1.380148e+154 -7.347934e+153) (2.594272e+74 1.215495e+74 -3.374513e+74) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.362630e+155 4.087545e+155 -1.211279e+153) (-4.992225e+75 6.972882e+75 -4.031321e+74) (0.000000e+00 0.000000e+00 0.000000e+00))
2060          	((1.569325e+155 9.572623e+154 -3.847668e+154) (6.629371e+74 3.307397e+74 -7.512670e+74) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.639054e+156 2.525706e+156 -1.311356e+155) (-1.288979e+76 1.775915e+76 -1.049218e+75) (0.000000e+00 0.000000e+00 0.000000e+00))
2070          	((1.182322e+156 6.147249e+155 -3.089953e+155) (1.782599e+75 8.704366e+74 -1.915277e+75) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.058645e+157 1.898267e+157 -3.291307e+155) (-3.378328e+76 4.675768e+76 -1.934840e+75) (0.000000e+00 0.000000e+00 0.000000e+00))
2080          	((8.595204e+156 4.867946e+156 -2.161149e+156) (4.891241e+75 2.400988e+75 -5.643116e+75) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.306810e+157 1.376265e+158 -3.581997e+156) (-9.036885e+76 1.308622e+77 -6.471407e+75) (0.000000e+00 0.000000e+00 0.000000e+00))
2090          	((5.736648e+157 3.353742e+157 -1.298357e+157) (1.240892e+76 6.382409e+75 -1.197607e+76) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.722464e+158 9.234692e+158 -2.860315e+157) (-2.500992e+77 3.345524e+77 -2.216999e+76) (0.000000e+00 0.000000e+00 0.000000e+00))
2100          	((4.877277e+158 2.224382e+158 -1.084029e+158) (3.617004e+76 1.553698e+76 -3.439743e+76) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.901637e+159 7.757961e+159 -1.742146e+158) (-6.657753e+77 9.840170e+77 -6.377305e+76) (0.000000e+00 0.000000e+00 0.000000e+00))
2110          	((3.277223e+159 1.973127e+159 -7.895807e+158) (9.545026e+76 4.448995e+76 -9.437079e+76) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.398247e+160 5.300579e+160 4.562517e+158) (-1.879594e+78 2.678799e+78 -1.191942e+77) (0.000000e+00 0.000000e+00 0.000000e+00))
2120          	((2.962168e+160 1.321833e+160 -5.327426e+159) (2.836687e+77 1.196015e+77 -2.355948e+77) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.332229e+161 4.711593e+161 -2.815979e+160) (-5.158078e+78 7.750566e+78 -5.201134e+77) (0.000000e+00 0.000000e+00 0.000000e+00))
2130          	((1.715585e+161 9.646658e+160 -4.294131e+160) (6.770649e+77 3.158902e+77 -5.967998e+77) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.671517e+162 2.787993e+162 -1.066256e+161) (-1.381681e+79 1.872959e+79 -1.286671e+78) (0.000000e+00 0.000000e+00 0.000000e+00))
2140          	((1.253969e+162 6.722797e+161 -3.149686e+161) (1.809105e+78 8.613861e+77 -2.142767e+78) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.193728e+163 2.016433e+163 2.370954e+161) (-3.788721e+79 5.059319e+79 -1.997897e+78) (0.000000e+00 0.000000e+00 0.000000e+00))
2150          	((7.611553e+162 3.985275e+162 -1.529299e+162) (4.693229e+78 1.958612e+78 -4.492000e+78) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.872308e+163 1.179761e+164 -4.887529e+162) (-8.866872e+79 1.194430e+80 -8.446467e+78) (0.000000e+00 0.000000e+00 0.000000e+00))
2160          	((5.102052e+163 2.968321e+163 -1.102642e+163) (1.201847e+79 5.857853e+78 -1.065034e+79) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.139954e+164 8.025251e+164 -3.686101e+163) (-2.454423e+80 2.998679e+80 -1.755027e+79) (0.000000e+00 0.000000e+00 0.000000e+00))
2170          	((3.539037e+164 2.005702e+164 -8.770363e+163) (3.028086e+79 1.438631e+79 -3.251224e+79) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.524805e+165 5.742311e+165 -3.233706e+164) (-6.464596e+80 8.622644e+80 -4.295830e+79) (0.000000e+00 0.000000e+00 0.000000e+00))
2180          	((2.372917e+165 1.433546e+165 -5.102534e+164) (7.711921e+79 4.041003e+79 -8.216457e+79) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.432804e+166 3.739174e+166 -1.438597e+165) (-1.635545e+81 2.165538e+81 -1.153397e+80) (0.000000e+00 0.000000e+00 0.000000e+00))
2190          	((2.061536e+166 1.151778e+166 -4.011490e+165) (2.241688e+80 1.265240e+80 -1.878722e+80) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.987546e+167 3.242598e+167 -1.488767e+166) (-4.808981e+81 6.038435e+81 -3.817454e+80) (0.000000e+00 0.000000e+00 0.000000e+00))
2200          	((1.628108e+167 8.076856e+166 -3.907217e+166) (6.629500e+80 3.178818e+80 -7.249067e+80) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.426273e+168 2.595022e+168 -7.565590e+166) (-1.236272e+82 1.777710e+82 -6.144809e+80) (0.000000e+00 0.000000e+00 0.000000e+00))
2210          	((1.151593e+168 6.946894e+167 -2.016832e+167) (1.785540e+81 9.078197e+80 -1.384700e+81) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.218228e+169 1.825786e+169 -7.165425e+167) (-3.766913e+82 4.689700e+82 -3.902654e+81) (0.000000e+00 0.000000e+00 0.000000e+00))
2220          	((7.235968e+168 3.842012e+168 -1.848354e+168) (4.325900e+81 2.099213e+81 -4.107968e+81) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.944657e+169 1.158341e+170 -6.892797e+168) (-9.854478e+82 1.182347e+83 -1.072958e+82) (0.000000e+00 0.000000e+00 0.000000e+00))
2230          	((3.931118e+169 2.397757e+169 -8.613109e+168) (9.810716e+81 5.448037e+81 -1.077185e+82) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.065017e+170 6.134801e+170 -3.021025e+169) (-2.173729e+83 2.617580e+83 -1.388169e+82) (0.000000e+00 0.000000e+00 0.000000e+00))
2240          	((2.813919e+170 1.694503e+170 -6.321134e+169) (2.641243e+82 1.566402e+82 -2.457300e+82) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.887805e+171 4.531249e+171 -1.983140e+170) (-5.944914e+83 6.813629e+83 -3.235524e+82) (0.000000e+00 0.000000e+00 0.000000e+00))
2250          	((2.302750e+171 1.390138e+171 -4.616009e+170) (8.133003e+82 4.131181e+82 -6.679825e+82) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.398629e+172 3.621344e+172 -1.860614e+171) (-1.647052e+84 2.046717e+84 -1.256293e+83) (0.000000e+00 0.000000e+00 0.000000e+00))
2260          	((1.445131e+172 8.447229e+171 -2.976800e+171) (1.885148e+83 1.070387e+83 -1.525849e+83) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.489989e+173 2.337398e+173 -2.113629e+172) (-4.550074e+84 5.251153e+84 -4.140619e+83) (0.000000e+00 0.000000e+00 0.000000e+00))
2270          	((1.363069e+173 6.414978e+172 -3.610950e+172) (5.718816e+83 2.603778e+83 -6.108040e+83) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.186943e+174 2.227528e+174 -9.963792e+172) (-1.224368e+85 1.683247e+85 -1.003160e+84) (0.000000e+00 0.000000e+00 0.000000e+00))
2280          	((7.519450e+173 3.895777e+173 -2.363071e+173) (1.332947e+84 6.178271e+83 -1.855840e+84) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.109855e+174 1.248994e+175 -6.192809e+173) (-3.125018e+85 4.090643e+85 -2.496716e+84) (0.000000e+00 0.000000e+00 0.000000e+00))
2290          	((5.979494e+174 2.908055e+174 -1.349241e+174) (3.921127e+84 1.746365e+84 -4.738141e+84) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.097027e+175 9.480131e+175 -4.140005e+174) (-7.809419e+85 1.109757e+86 -6.441812e+84) (0.000000e+00 0.000000e+00 0.000000e+00))
2300          	((4.718806e+175 2.609845e+175 -9.369175e+174) (1.140888e+85 5.346412e+84 -1.051134e+85) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.551346e+176 7.466819e+176 -4.184050e+175) (-2.260666e+86 3.004179e+86 -2.425879e+85) (0.000000e+00 0.000000e+00 0.000000e+00))
2310          	((3.283140e+176 1.533558e+176 -8.489906e+175) (2.969973e+85 1.382808e+85 -3.606007e+85) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.737896e+177 5.288250e+177 -1.580503e+176) (-5.451673e+86 8.222507e+86 -3.304937e+85) (0.000000e+00 0.000000e+00 0.000000e+00))
2320          	((2.253100e+177 1.125227e+177 -5.966427e+176) (7.731895e+85 3.370516e+85 -9.808345e+85) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.938672e+178 3.656000e+178 -1.076370e+177) (-1.335971e+87 2.176642e+87 -9.347399e+85) (0.000000e+00 0.000000e+00 0.000000e+00))
2330          	((1.426250e+178 7.992772e+177 -3.089536e+177) (2.055031e+86 9.935165e+85 -2.149902e+86) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.357443e+179 2.280514e+179 -4.601636e+177) (-3.794146e+87 5.363136e+87 -2.912055e+86) (0.000000e+00 0.000000e+00 0.000000e+00))
2340          	((1.080838e+179 6.353688e+178 -2.319904e+178) (5.318497e+86 2.929132e+86 -5.324215e+86) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.072682e+180 1.721133e+180 -1.348241e+178) (-1.055308e+88 1.399290e+88 -7.447078e+86) (0.000000e+00 0.000000e+00 0.000000e+00))
2350          	((7.670660e+179 4.180194e+179 -1.387615e+179) (1.469394e+87 7.332348e+86 -1.098031e+87) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.278647e+180 1.188297e+181 -9.811771e+179) (-2.890040e+88 3.820089e+88 -3.608022e+87) (0.000000e+00 0.000000e+00 0.000000e+00))
2360          	((6.304978e+180 3.370671e+180 -1.190137e+180) (3.967788e+87 2.024751e+87 -3.089533e+87) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.996158e+181 9.954788e+181 -4.392665e+180) (-8.993737e+88 1.064692e+89 -8.034614e+87) (0.000000e+00 0.000000e+00 0.000000e+00))
2370          	((5.370961e+181 2.565426e+181 -1.021182e+181) (1.196263e+88 5.207631e+87 -9.467523e+87) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.568527e+182 8.446617e+182 -4.058878e+181) (-2.367926e+89 3.233679e+89 -2.677540e+88) (0.000000e+00 0.000000e+00 0.000000e+00))
2380          	((2.962224e+182 1.499689e+182 -8.505534e+181) (2.829660e+88 1.320875e+88 -3.242212e+88) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.645427e+183 4.837837e+183 -2.420560e+182) (-5.524278e+89 7.938849e+89 -4.924630e+88) (0.000000e+00 0.000000e+00 0.000000e+00))
2390          	((2.077172e+183 1.190813e+183 -4.093276e+182) (7.459664e+88 3.550634e+88 -7.180688e+88) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.054691e+184 3.279756e+184 -9.699342e+182) (-1.431724e+90 1.987433e+90 -1.053388e+89) (0.000000e+00 0.000000e+00 0.000000e+00))
2400          	((1.788441e+184 9.373964e+183 -3.845620e+183) (2.160719e+89 1.016965e+89 -1.944291e+89) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.650827e+185 2.829506e+185 -1.292007e+184) (-4.340709e+90 5.772932e+90 -4.912182e+89) (0.000000e+00 0.000000e+00 0.000000e+00))
2410          	((1.077208e+185 5.315086e+184 -2.183715e+184) (5.552176e+89 2.455794e+89 -5.138310e+89) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.545151e+185 1.697912e+186 -1.279618e+185) (-1.021950e+91 1.446558e+91 -1.221738e+90) (0.000000e+00 0.000000e+00 0.000000e+00))
2420          	((8.908111e+185 4.125122e+185 -2.006806e+185) (1.531711e+90 6.877911e+89 -1.511310e+90) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.200010e+186 1.403745e+187 -5.987561e+185) (-2.618893e+91 3.894955e+91 -2.406068e+90) (0.000000e+00 0.000000e+00 0.000000e+00))
2430          	((4.888609e+186 2.953665e+186 -1.053863e+186) (3.778730e+90 1.976221e+90 -3.635528e+90) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.122110e+187 7.851951e+187 -1.946868e+186) (-7.283520e+91 9.768752e+91 -5.634310e+90) (0.000000e+00 0.000000e+00 0.000000e+00))
2440          	((3.490497e+187 1.839513e+187 -6.872038e+186) (9.712102e+90 5.016739e+90 -8.419246e+90) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.178135e+188 5.463795e+188 -1.348216e+187) (-1.939953e+92 2.496319e+92 -1.810818e+91) (0.000000e+00 0.000000e+00 0.000000e+00))
2450          	((2.557238e+188 1.242934e+188 -6.951406e+187) (2.628974e+91 1.324058e+91 -2.841297e+91) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.152928e+189 4.085537e+189 -9.539986e+187) (-4.663472e+92 6.818814e+92 -3.080084e+91) (0.000000e+00 0.000000e+00 0.000000e+00))
2460          	((1.351325e+189 6.307830e+188 -2.894460e+188) (6.164887e+91 2.919819e+91 -6.402365e+91) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.100252e+190 2.094980e+190 -1.535351e+189) (-1.092959e+93 1.559954e+93 -1.072384e+92) (0.000000e+00 0.000000e+00 0.000000e+00))
2470          	((1.082746e+190 4.944429e+189 -2.602347e+189) (1.717248e+92 7.841348e+91 -1.676787e+92) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.373696e+190 1.690345e+191 -3.157191e+189) (-2.826753e+93 4.086967e+93 -2.039849e+92) (0.000000e+00 0.000000e+00 0.000000e+00))
2480          	((8.800457e+190 4.534971e+190 -2.137104e+190) (4.982138e+92 2.315378e+92 -5.719727e+92) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.552480e+191 1.363367e+192 9.048026e+189) (-8.425764e+93 1.133018e+94 -6.082477e+92) (0.000000e+00 0.000000e+00 0.000000e+00))
2490          	((6.353815e+191 3.560812e+191 -1.857131e+191) (1.305958e+93 6.985131e+92 -1.725271e+93) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.978843e+192 1.013307e+193 -1.750459e+191) (-2.387364e+94 3.092882e+94 -1.387802e+93) (0.000000e+00 0.000000e+00 0.000000e+00))
2500          	((4.402833e+192 2.430310e+192 -9.940058e+191) (3.414074e+93 1.734529e+93 -3.663465e+93) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.186338e+193 7.018260e+193 2.251435e+191) (-6.721814e+94 8.603522e+94 -5.122668e+93) (0.000000e+00 0.000000e+00 0.000000e+00))
2510          	((2.835957e+193 1.621142e+193 -6.539528e+192) (8.445624e+93 4.315390e+93 -8.913516e+93) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.757054e+194 4.527731e+194 -1.117243e+193) (-1.753794e+95 2.319090e+95 -1.447289e+94) (0.000000e+00 0.000000e+00 0.000000e+00))
2520          	((1.957657e+194 1.231584e+194 -4.547981e+193) (2.143420e+94 1.258784e+94 -2.165308e+94) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.168785e+195 3.145665e+195 -1.559707e+194) (-5.327684e+95 6.143172e+95 -4.235110e+94) (0.000000e+00 0.000000e+00 0.000000e+00))
2530          	((1.488524e+195 6.773135e+194 -3.602169e+194) (6.126747e+94 2.893985e+94 -7.277274e+94) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.161654e+196 2.373133e+196 -2.994170e+194) (-1.147140e+96 1.770837e+96 -6.585515e+94) (0.000000e+00 0.000000e+00 0.000000e+00))
